index,Diện tích,Dài,Rộng,Giá/m2,Ngày
38786.0,58 m²,21 m,3 m,"181,03 triệu/m²",2020_07_31
38787.0,40 m²,10 m,4 m,75 triệu/m²,2020_07_31
38788.0,35 m²,10 m,3.5 m,"51,43 triệu/m²",2020_07_31
38793.0,50 m²,12 m,4 m,88 triệu/m²,2020_07_31
38795.0,22 m²,7 m,3 m,"92,73 triệu/m²",2020_07_31
38805.0,50 m²,12 m,4 m,216 triệu/m²,2020_07_31
38811.0,30 m²,7 m,4 m,90 triệu/m²,2020_07_31
38816.0,78 m²,12 m,6.5 m,"128,21 triệu/m²",2020_07_31
38819.0,48 m²,11 m,4 m,"37,08 triệu/m²",2020_07_31
38827.0,65 m²,13 m,5 m,"53,85 triệu/m²",2020_07_31
38834.0,82 m²,16 m,5 m,"146,34 triệu/m²",2020_07_31
38839.0,100 m²,16 m,6 m,36 triệu/m²,2020_07_31
38847.0,32 m²,10 m,3 m,"69,69 triệu/m²",2020_07_31
38851.0,45 m²,9 m,5 m,"68,89 triệu/m²",2020_07_31
38855.0,180 m²,25 m,9 m,"55,56 triệu/m²",2020_07_31
38856.0,39 m²,13 m,3 m,82.051 đ/m²,2020_07_31
38857.0,35 m²,9 m,4 m,100 triệu/m²,2020_07_31
38871.0,47 m²,10 m,5 m,"82,98 triệu/m²",2020_07_31
38875.0,50 m²,10 m,5 m,84 triệu/m²,2020_07_31
38876.0,42 m²,8 m,5 m,"76,19 triệu/m²",2020_07_31
38881.0,45 m²,10 m,4.5 m,"288,89 triệu/m²",2020_07_31
38883.0,35 m²,9 m,4 m,"65,71 triệu/m²",2020_07_31
38885.0,51 m²,12 m,5 m,"121,57 triệu/m²",2020_07_31
38889.0,34 m²,9 m,4 m,"96,47 triệu/m²",2020_07_31
38898.0,22 m²,6 m,4 m,"81,36 triệu/m²",2020_07_31
38902.0,34 m²,9 m,4 m,100 triệu/m²,2020_07_31
38908.0,32 m²,8 m,4 m,"106,25 triệu/m²",2020_07_31
38916.0,30 m²,8 m,4 m,75 triệu/m²,2020_07_31
38917.0,31 m²,8 m,4 m,100 triệu/m²,2020_07_31
38921.0,40 m²,8 m,5 m,"87,5 triệu/m²",2020_07_31
38930.0,53 m²,11 m,5 m,"22,64 triệu/m²",2020_07_31
38933.0,30 m²,9 m,3 m,"66,67 triệu/m²",2020_07_31
38938.0,50 m²,14 m,33 m,30 triệu/m²,2020_07_31
38940.0,45 m²,10 m,4 m,"133,33 triệu/m²",2020_07_31
38945.0,42 m²,10 m,4 m,"90,48 triệu/m²",2020_07_31
38949.0,50 m²,15 m,3 m,140 triệu/m²,2020_07_31
38951.0,30 m²,7 m,4 m,"63,33 triệu/m²",2020_07_31
38952.0,60 m²,7.8 m,8.2 m,115 triệu/m²,2020_07_31
38958.0,36 m²,10 m,3 m,"91,67 triệu/m²",2020_07_31
38960.0,32 m²,6.4 m,5 m,75 triệu/m²,2020_07_31
38968.0,35 m²,8 m,4 m,"164,29 triệu/m²",2020_07_31
38969.0,36 m²,10 m,3.6 m,"77,78 triệu/m²",2020_07_31
38972.0,46 m²,11 m,4 m,"63,04 triệu/m²",2020_07_31
38973.0,33 m²,8 m,4 m,"71,21 triệu/m²",2020_07_31
38975.0,33 m²,8 m,4 m,"71,21 triệu/m²",2020_07_31
38978.0,55 m²,8 m,7 m,"88,18 triệu/m²",2020_07_31
38981.0,65 m²,14 m,4 m,"95,38 triệu/m²",2020_07_31
38982.0,32 m²,8 m,4 m,"95,31 triệu/m²",2020_07_31
38984.0,41 m²,10 m,4 m,"106,1 triệu/m²",2020_07_31
38985.0,32 m²,6.4 m,5 m,75 triệu/m²,2020_07_31
38987.0,57 m²,14 m,4 m,"52,63 triệu/m²",2020_07_31
38991.0,60 m²,15 m,4 m,"108,33 triệu/m²",2020_07_31
38992.0,38 m²,10 m,3 m,"88,16 triệu/m²",2020_07_31
38994.0,32 m²,8 m,4 m,"68,75 triệu/m²",2020_07_31
38995.0,49 m²,12 m,4 m,"97,96 triệu/m²",2020_07_31
38997.0,32 m²,9 m,3 m,"87,5 triệu/m²",2020_07_31
39001.0,45 m²,11 m,3.8 m,"137,78 triệu/m²",2020_07_31
39002.0,14 m²,5 m,3 m,"85,71 triệu/m²",2020_07_31
39006.0,34 m²,9 m,4 m,"111,76 triệu/m²",2020_07_31
39015.0,30 m²,95 m,346 m,64 triệu/m²,2020_07_31
39016.0,200 m²,20 m,12 m,500 triệu/m²,2020_07_31
39019.0,35 m²,12 m,3 m,"105,71 triệu/m²",2020_07_31
39027.0,25 m²,9 m,4 m,98 triệu/m²,2020_07_31
39028.0,34 m²,10 m,39 m,100 triệu/m²,2020_07_31
39029.0,65 m²,16 m,4 m,"73,85 triệu/m²",2020_07_31
39037.0,64 m²,11 m,6 m,"187,5 triệu/m²",2020_07_31
39047.0,200 m²,20 m,10 m,"179,99 triệu/m²",2020_07_31
39055.0,46 m²,11 m,4.5 m,"82,61 triệu/m²",2020_07_31
39056.0,45 m²,9 m,5 m,"83,33 triệu/m²",2020_07_31
39061.0,65 m²,5 m,13 m,"284,62 triệu/m²",2020_07_31
39065.0,30 m²,6 m,5 m,"103,33 triệu/m²",2020_07_31
39068.0,105 m²,24 m,4 m,"100,95 triệu/m²",2020_07_31
39072.0,50 m²,10 m,5 m,79 triệu/m²,2020_07_31
39076.0,50 m²,12 m,4.5 m,120 triệu/m²,2020_07_31
39078.0,48 m²,12 m,4 m,75 triệu/m²,2020_07_31
39082.0,20 m²,7 m,3 m,"82,5 triệu/m²",2020_07_31
39085.0,30 m²,9 m,3 m,150 triệu/m²,2020_07_31
39089.0,44 m²,16 m,4 m,"90,91 triệu/m²",2020_07_31
39090.0,63 m²,20 m,3 m,"67,46 triệu/m²",2020_07_31
39093.0,52 m²,14 m,4 m,"246,15 triệu/m²",2020_07_31
39097.0,18 m²,13 m,4 m,"72,22 triệu/m²",2020_07_31
39101.0,58 m²,18 m,3 m,100 triệu/m²,2020_07_31
39103.0,52 m²,13 m,4 m,"84,62 triệu/m²",2020_07_31
39104.0,32 m²,8 m,4 m,75 triệu/m²,2020_07_31
39108.0,50 m²,12 m,4 m,119 triệu/m²,2020_07_31
39109.0,49 m²,12 m,4 m,"128,57 triệu/m²",2020_07_31
39110.0,42 m²,10 m,4 m,"60,71 triệu/m²",2020_07_31
39115.0,75 m²,18 m,4 m,"154,67 triệu/m²",2020_07_31
39117.0,36 m²,4 m,3 m,"124,44 triệu/m²",2020_07_31
39123.0,26 m²,4 m,6 m,"69,23 triệu/m²",2020_07_31
39124.0,45 m²,8 m,6 m,"186,67 triệu/m²",2020_07_31
39127.0,44 m²,14 m,3.5 m,"136,36 triệu/m²",2020_07_31
39129.0,80 m²,15 m,4 m,"156,25 triệu/m²",2020_07_31
39133.0,36 m²,9 m,4 m,"97,22 triệu/m²",2020_07_31
39141.0,30 m²,7 m,4 m,80 triệu/m²,2020_07_31
39144.0,37 m²,5 m,6 m,"91,89 triệu/m²",2020_07_31
39148.0,48 m²,16 m,3 m,"97,92 triệu/m²",2020_07_31
39151.0,39 m²,13 m,35 m,"80,77 triệu/m²",2020_07_31
39156.0,30 m²,10 m,3 m,"156,67 triệu/m²",2020_07_31
39159.0,51 m²,12 m,4 m,"147,06 triệu/m²",2020_07_31
39160.0,36 m²,10 m,3 m,"213,89 triệu/m²",2020_07_31
39161.0,62 m²,15 m,4.2 m,"64,52 triệu/m²",2020_07_31
39166.0,65 m²,1000 m,6 m,"76,15 triệu/m²",2020_07_31
39169.0,45 m²,11 m,4 m,"68,89 triệu/m²",2020_07_31
39171.0,46 m²,12 m,4 m,"70,65 triệu/m²",2020_07_31
39172.0,35 m²,4 m,4 m,"52,86 triệu/m²",2020_07_31
39174.0,101 m²,20 m,5.5 m,"34,65 triệu/m²",2020_07_31
39175.0,101 m²,20 m,5.5 m,"34,65 triệu/m²",2020_07_31
39177.0,30 m²,5 m,6 m,"106,67 triệu/m²",2020_07_31
39180.0,39 m²,6 m,7 m,"61,54 triệu/m²",2020_07_31
39182.0,30 m²,10 m,3 m,"76,67 triệu/m²",2020_07_31
39185.0,51 m²,12 m,4 m,"93,14 triệu/m²",2020_07_31
39190.0,35 m²,4 m,4 m,81.428 đ/m²,2020_07_31
39191.0,36 m²,10 m,3 m,"90,28 triệu/m²",2020_07_31
39193.0,62 m²,15 m,4 m,"125,81 triệu/m²",2020_07_31
39196.0,58 m²,14 m,4.5 m,"396,55 triệu/m²",2020_07_31
39199.0,120 m²,1 m,6 m,"14,58 triệu/m²",2020_07_31
39201.0,35 m²,9 m,4 m,"77,14 triệu/m²",2020_07_31
39202.0,54 m²,14 m,4 m,"90,74 triệu/m²",2020_07_31
39203.0,75 m²,15 m,5 m,"122,67 triệu/m²",2020_07_31
39204.0,40 m²,11 m,3.6 m,"82,5 triệu/m²",2020_07_31
39205.0,45 m²,12 m,4 m,"466,67 triệu/m²",2020_07_31
39207.0,55 m²,9 m,6 m,60 triệu/m²,2020_07_31
39212.0,60 m²,12 m,5 m,"183,33 triệu/m²",2020_07_31
39221.0,46 m²,15 m,3.5 m,"59,78 triệu/m²",2020_07_31
39223.0,41 m²,10 m,4 m,"78,05 triệu/m²",2020_07_31
39225.0,49 m²,9 m,5.5 m,"112,24 triệu/m²",2020_07_31
39227.0,28 m²,7 m,4 m,"660,71 triệu/m²",2020_07_31
39228.0,61 m²,11 m,6 m,"85,25 triệu/m²",2020_07_31
39231.0,100 m²,18 m,5.2 m,75 triệu/m²,2020_07_31
39242.0,46 m²,12 m,4 m,"82,61 triệu/m²",2020_07_31
39245.0,18 m²,5 m,3 m,"136,11 triệu/m²",2020_07_31
39247.0,30 m²,6 m,5 m,"76,67 triệu/m²",2020_07_31
39249.0,50 m²,13 m,4 m,112 triệu/m²,2020_07_31
39251.0,40 m²,10 m,3 m,"67,5 triệu/m²",2020_07_31
39252.0,34 m²,9 m,4 m,"41,18 triệu/m²",2020_07_31
39253.0,36 m²,4 m,4 m,59.722 đ/m²,2020_07_31
39257.0,50 m²,13 m,4 m,66 triệu/m²,2020_07_31
39260.0,55 m²,11 m,5 m,"53,64 triệu/m²",2020_07_31
39261.0,20 m²,6 m,3 m,"72,5 triệu/m²",2020_07_31
39263.0,40 m²,10 m,4 m,"113,75 triệu/m²",2020_07_31
39268.0,22 m²,5 m,4 m,"65,91 triệu/m²",2020_07_31
39269.0,46 m²,12 m,4 m,"77,17 triệu/m²",2020_07_31
39279.0,32 m²,8 m,4 m,"65,63 triệu/m²",2020_07_31
39280.0,68 m²,15 m,4 m,"54,41 triệu/m²",2020_07_31
39284.0,45 m²,12.5 m,3.6 m,"67,78 triệu/m²",2020_07_31
39290.0,50 m²,11 m,4.5 m,70 triệu/m²,2020_07_31
39302.0,31 m²,6 m,4 m,"82,26 triệu/m²",2020_07_31
39303.0,36 m²,10 m,3.8 m,"68,06 triệu/m²",2020_07_31
39305.0,400 m²,20 m,20 m,"1,5 triệu/m²",2020_07_31
39311.0,32 m²,10 m,3 m,"70,31 triệu/m²",2020_07_31
39312.0,43 m²,10 m,4 m,"46,51 triệu/m²",2020_07_31
39316.0,32 m²,10 m,3 m,"72,5 triệu/m²",2020_07_31
39320.0,31 m²,8 m,4 m,"69,35 triệu/m²",2020_07_31
39326.0,30 m²,10 m,3 m,94 triệu/m²,2020_07_31
39329.0,43 m²,9 m,5 m,"104,65 triệu/m²",2020_07_31
39331.0,51 m²,10 m,5 m,"70,59 triệu/m²",2020_07_31
39333.0,32 m²,8 m,4 m,"38,13 triệu/m²",2020_07_31
39334.0,50 m²,12 m,4 m,116 triệu/m²,2020_07_31
39336.0,50 m²,12 m,4 m,110 triệu/m²,2020_07_31
39345.0,59 m²,11 m,5 m,"144,07 triệu/m²",2020_07_31
39352.0,38 m²,10 m,4 m,"52,63 triệu/m²",2020_07_31
39354.0,30 m²,3 m,4 m,100 triệu/m²,2020_07_31
39355.0,38 m²,10 m,4.1 m,"55,26 triệu/m²",2020_07_31
39358.0,110 m²,13 m,12 m,"195,45 triệu/m²",2020_07_31
39360.0,45 m²,11 m,4 m,"106,67 triệu/m²",2020_07_31
39361.0,30 m²,10 m,3 m,"57,33 triệu/m²",2020_07_31
39367.0,50 m²,10 m,5 m,100 triệu/m²,2020_07_31
39370.0,30 m²,10 m,3 m,60 triệu/m²,2020_07_31
39372.0,55 m²,11 m,5 m,"54,55 triệu/m²",2020_07_31
39379.0,27 m²,5 m,5 m,"107,41 triệu/m²",2020_07_31
39384.0,30 m²,6 m,5 m,60 triệu/m²,2020_07_31
39389.0,30 m²,10 m,3 m,"57,33 triệu/m²",2020_07_31
39391.0,40 m²,10 m,4 m,"52,5 triệu/m²",2020_07_31
39398.0,55 m²,15 m,3 m,"98,18 triệu/m²",2020_07_31
39414.0,140 m²,18 m,8 m,450 triệu/m²,2020_07_31
39415.0,66 m²,8.1 m,8 m,"75,76 triệu/m²",2020_07_31
39418.0,105 m²,16 m,15 m,"261,9 triệu/m²",2020_07_31
39428.0,40 m²,10 m,4 m,"61,25 triệu/m²",2020_07_31
39429.0,35 m²,10 m,3 m,"72,86 triệu/m²",2020_07_31
39432.0,45 m²,7 m,6 m,12 triệu/m²,2020_07_31
39437.0,105 m²,14 m,15 m,"261,9 triệu/m²",2020_07_31
39438.0,43 m²,10 m,4.2 m,"83,72 triệu/m²",2020_07_31
39444.0,45 m²,11.5 m,4 m,"166,67 triệu/m²",2020_07_31
39454.0,42 m²,6 m,8 m,"70,24 triệu/m²",2020_07_31
39455.0,50 m²,10 m,5 m,"79,8 triệu/m²",2020_07_31
39459.0,60 m²,18 m,4 m,75 triệu/m²,2020_07_31
39461.0,171 m²,28 m,6 m,"233,33 triệu/m²",2020_07_31
39465.0,35 m²,15 m,5 m,"157,14 triệu/m²",2020_07_31
39466.0,42 m²,10 m,4 m,"107,14 triệu/m²",2020_07_31
39468.0,35 m²,7 m,5 m,"77,14 triệu/m²",2020_07_31
39470.0,31 m²,10 m,3 m,"141,94 triệu/m²",2020_07_31
39472.0,55 m²,13 m,42 m,"75,45 triệu/m²",2020_07_31
39481.0,76 m²,14 m,5 m,"105,26 triệu/m²",2020_07_31
39482.0,55 m²,12 m,4.5 m,"71,82 triệu/m²",2020_07_31
39486.0,35 m²,10 m,3 m,"77,14 triệu/m²",2020_07_31
39487.0,33 m²,9 m,3 m,"77,27 triệu/m²",2020_07_31
39489.0,50 m²,95 m,53 m,90 triệu/m²,2020_07_31
39491.0,26 m²,8 m,3 m,"138,46 triệu/m²",2020_07_31
39492.0,44 m²,10 m,4.4 m,"86,36 triệu/m²",2020_07_31
39493.0,16 m²,4 m,4 m,"81,25 triệu/m²",2020_07_31
39496.0,30 m²,9 m,3 m,"86,67 triệu/m²",2020_07_31
39497.0,55 m²,17 m,4 m,909.090 đ/m²,2020_07_31
39499.0,50 m²,11.9 m,4.2 m,136 triệu/m²,2020_07_31
39502.0,85 m²,15 m,6 m,"223,53 triệu/m²",2020_07_31
39503.0,45 m²,10 m,4.5 m,"85,56 triệu/m²",2020_07_31
39505.0,30 m²,7 m,4 m,"76,67 triệu/m²",2020_07_31
39508.0,80 m²,16 m,5 m,250 triệu/m²,2020_07_31
39516.0,32 m²,9 m,3 m,"65,63 triệu/m²",2020_07_31
39517.0,60 m²,3 m,18 m,300 triệu/m²,2020_07_31
39521.0,34 m²,10 m,3 m,200 triệu/m²,2020_07_31
39523.0,24 m²,8 m,3 m,"160,42 triệu/m²",2020_07_31
39525.0,22 m²,6 m,3 m,"90,91 triệu/m²",2020_07_31
39526.0,30 m²,7 m,4 m,100 triệu/m²,2020_07_31
39529.0,53 m²,11 m,5 m,"87,74 triệu/m²",2020_07_31
39537.0,120 m²,12 m,10 m,"237,5 triệu/m²",2020_07_31
39538.0,34 m²,9 m,4 m,"90,59 triệu/m²",2020_07_31
39539.0,45 m²,9 m,5 m,"189,33 triệu/m²",2020_07_31
39561.0,49 m²,15 m,3 m,"142,65 triệu/m²",2020_07_31
39563.0,57 m²,13 m,4 m,"52,63 triệu/m²",2020_07_31
39572.0,60 m²,15 m,4 m,175.000 đ/m²,2020_07_31
39575.0,63 m²,11 m,6 m,"66,67 triệu/m²",2020_07_31
39576.0,72 m²,11 m,5 m,"90,26 triệu/m²",2020_07_31
39577.0,50 m²,13 m,3 m,76 triệu/m²,2020_07_31
39585.0,32 m²,10 m,3 m,100 triệu/m²,2020_07_31
39590.0,25 m²,6 m,4 m,72 triệu/m²,2020_07_31
39599.0,35 m²,11 m,4 m,"87,14 triệu/m²",2020_07_31
39610.0,75 m²,14 m,5 m,"126,67 triệu/m²",2020_07_31
39612.0,36 m²,10.18 m,3.5 m,"70,83 triệu/m²",2020_07_31
39614.0,30 m²,7 m,4 m,"88,33 triệu/m²",2020_07_31
39620.0,30 m²,4 m,7 m,"106,67 triệu/m²",2020_07_31
39622.0,38 m²,8 m,5 m,"78,95 triệu/m²",2020_07_31
39632.0,135 m²,13 m,9 m,"21,48 triệu/m²",2020_07_31
39634.0,31 m²,9.6 m,3.2 m,"69,35 triệu/m²",2020_07_31
39635.0,45 m²,10 m,4 m,"97,78 triệu/m²",2020_07_31
39653.0,32 m²,8 m,4 m,"84,38 triệu/m²",2020_07_31
39667.0,71 m²,17 m,4 m,"307,04 triệu/m²",2020_07_31
39669.0,30 m²,8.5 m,3.5 m,"88,33 triệu/m²",2020_07_31
39672.0,50 m²,14 m,4 m,166 triệu/m²,2020_07_31
39683.0,50 m²,10 m,5 m,100 triệu/m²,2020_07_31
39689.0,48 m²,11 m,46 m,"34,79 triệu/m²",2020_07_31
39693.0,47 m²,20 m,5 m,"163,83 triệu/m²",2020_07_31
39702.0,42 m²,10 m,4 m,75 triệu/m²,2020_07_31
39707.0,64 m²,15 m,4 m,100 triệu/m²,2020_07_31
39710.0,30 m²,8 m,4 m,"66,67 triệu/m²",2020_07_31
39711.0,55 m²,14 m,4 m,"74,55 triệu/m²",2020_07_31
39712.0,45 m²,10 m,5 m,"111,11 triệu/m²",2020_07_31
39716.0,59 m²,14 m,4 m,"68,64 triệu/m²",2020_07_31
39718.0,52 m²,15 m,3 m,"113,46 triệu/m²",2020_07_31
39721.0,52 m²,16 m,4 m,"105,77 triệu/m²",2020_07_31
39729.0,39 m²,8 m,4 m,"76,92 triệu/m²",2020_07_31
39730.0,41 m²,10 m,4 m,"80,49 triệu/m²",2020_07_31
39734.0,38 m²,10 m,3.7 m,"56,58 triệu/m²",2020_07_31
39737.0,63 m²,15 m,4 m,"76,19 triệu/m²",2020_07_31
39738.0,26 m²,6.5 m,3.5 m,"94,23 triệu/m²",2020_07_31
39744.0,53 m²,15 m,3.5 m,"48,11 triệu/m²",2020_07_31
39746.0,38 m²,10.9 m,3.5 m,100 triệu/m²,2020_07_31
39747.0,30 m²,4 m,4 m,"89,67 triệu/m²",2020_07_31
39750.0,40 m²,13.5 m,3 m,80 triệu/m²,2020_07_31
39761.0,33 m²,8 m,4 m,"130,3 triệu/m²",2020_07_31
39771.0,50 m²,6 m,4 m,50 triệu/m²,2020_07_31
39779.0,80 m²,19 m,4 m,"437,5 triệu/m²",2020_07_31
39786.0,221 m²,30 m,12 m,"44,8 triệu/m²",2020_07_31
39790.0,30 m²,10 m,3 m,80 triệu/m²,2020_07_31
39791.0,56 m²,12 m,4 m,"139,29 triệu/m²",2020_07_31
39798.0,35 m²,10 m,3 m,50 triệu/m²,2020_07_31
39810.0,50 m²,10 m,5 m,224 triệu/m²,2020_07_31
39813.0,37 m²,9 m,4 m,"78,38 triệu/m²",2020_07_31
39814.0,34 m²,8 m,4 m,"82,35 triệu/m²",2020_07_31
39816.0,66 m²,15 m,4 m,"90,91 triệu/m²",2020_07_31
39829.0,62 m²,15 m,4 m,56.451 đ/m²,2020_07_31
39836.0,47 m²,11 m,4 m,"68,09 triệu/m²",2020_07_31
39837.0,55 m²,14 m,4 m,"52,73 triệu/m²",2020_07_31
39840.0,39 m²,11 m,3 m,"94,87 triệu/m²",2020_07_31
39841.0,45 m²,15 m,3 m,"64,44 triệu/m²",2020_07_31
39853.0,50 m²,10 m,5 m,154 triệu/m²,2020_07_31
39854.0,20 m²,6 m,3 m,68 triệu/m²,2020_07_31
39855.0,50 m²,12 m,4 m,156 triệu/m²,2020_07_31
39856.0,36 m²,9 m,4 m,"65,28 triệu/m²",2020_07_31
39863.0,15 m²,6 m,3 m,"166,67 triệu/m²",2020_07_31
39868.0,25 m²,5.9 m,4.3 m,102 triệu/m²,2020_07_31
39871.0,45 m²,14 m,3.3 m,"144,44 triệu/m²",2020_07_31
39872.0,50 m²,6 m,4 m,50 triệu/m²,2020_07_31
39877.0,40 m²,10 m,4 m,"84,25 triệu/m²",2020_07_31
39881.0,60 m²,12 m,5 m,"97,5 triệu/m²",2020_07_31
39888.0,35 m²,7 m,5 m,"85,14 triệu/m²",2020_07_31
39891.0,50 m²,8 m,6 m,60 triệu/m²,2020_07_31
39895.0,72 m²,11 m,5 m,"90,28 triệu/m²",2020_07_31
39897.0,32 m²,5 m,6 m,"126,56 triệu/m²",2020_07_31
39898.0,52 m²,4 m,4 m,"67,31 triệu/m²",2020_07_31
39903.0,33 m²,8 m,4 m,"86,36 triệu/m²",2020_07_31
39904.0,36 m²,8 m,4 m,75 triệu/m²,2020_07_31
39905.0,50 m²,5 m,5 m,104 triệu/m²,2020_07_31
39908.0,32 m²,8 m,4 m,"68,75 triệu/m²",2020_07_31
39911.0,40 m²,9.5 m,4.2 m,"73,75 triệu/m²",2020_07_31
39912.0,51 m²,6 m,8 m,300 triệu/m²,2020_07_31
39916.0,33 m²,10 m,3 m,"72,73 triệu/m²",2020_07_31
39922.0,36 m²,9 m,4 m,"63,89 triệu/m²",2020_07_31
39923.0,44 m²,13 m,3 m,125 triệu/m²,2020_07_31
39926.0,32 m²,9 m,3 m,"70,31 triệu/m²",2020_07_31
39928.0,40 m²,10 m,4 m,"207,5 triệu/m²",2020_07_31
39933.0,46 m²,158 m,315 m,"119,54 triệu/m²",2020_07_31
39935.0,25 m²,3 m,8 m,116 triệu/m²,2020_07_31
39936.0,35 m²,8 m,4 m,"64,29 triệu/m²",2020_07_31
39938.0,36 m²,6 m,6 m,"79,17 triệu/m²",2020_07_31
39942.0,31 m²,10 m,3 m,"127,42 triệu/m²",2020_07_31
39947.0,42 m²,10 m,4.8 m,"53,57 triệu/m²",2020_07_31
39959.0,33 m²,9 m,3 m,"66,67 triệu/m²",2020_07_31
39961.0,92 m²,16 m,6 m,"114,13 triệu/m²",2020_07_31
39967.0,22 m²,7 m,3.5 m,"86,36 triệu/m²",2020_07_31
39969.0,33 m²,9 m,3 m,"66,67 triệu/m²",2020_07_31
39971.0,38 m²,8 m,5 m,"68,42 triệu/m²",2020_07_31
39981.0,50 m²,10 m,5 m,2 triệu/m²,2020_07_31
39982.0,41 m²,8 m,5 m,"65,85 triệu/m²",2020_07_31
39991.0,70 m²,18 m,4 m,"70,71 triệu/m²",2020_07_31
39993.0,33 m²,15 m,15 m,"166,67 triệu/m²",2020_07_31
39995.0,32 m²,8 m,4 m,"39,06 triệu/m²",2020_07_31
39998.0,55 m²,14 m,4 m,"136,36 triệu/m²",2020_07_31
39999.0,42 m²,8 m,5 m,"95,24 triệu/m²",2020_07_31
40007.0,35 m²,10 m,3 m,80 triệu/m²,2020_07_31
40009.0,45 m²,9 m,5 m,"102,22 triệu/m²",2020_07_31
40011.0,35 m²,7 m,5 m,"94,29 triệu/m²",2020_07_31
40014.0,39 m²,7 m,5 m,"82,05 triệu/m²",2020_07_31
40027.0,35 m²,10 m,3 m,"77,14 triệu/m²",2020_07_31
40032.0,55 m²,11 m,5 m,"181,82 triệu/m²",2020_07_31
40049.0,133 m²,25 m,5 m,"86,47 triệu/m²",2020_07_31
40052.0,41 m²,7 m,6 m,"126,83 triệu/m²",2020_07_31
40057.0,35 m²,11 m,3 m,"94,29 triệu/m²",2020_07_31
40059.0,45 m²,10 m,4 m,"162,22 triệu/m²",2020_07_31
40064.0,34 m²,11 m,8 m,"72,06 triệu/m²",2020_07_31
40077.0,37 m²,12 m,3 m,"83,78 triệu/m²",2020_07_31
40079.0,45 m²,11 m,4 m,"93,33 triệu/m²",2020_07_31
40089.0,50 m²,11 m,4 m,64 triệu/m²,2020_07_31
40090.0,45 m²,12 m,3 m,"64,44 triệu/m²",2020_07_31
40115.0,32 m²,9 m,3 m,"83,75 triệu/m²",2020_07_31
40122.0,76 m²,15 m,5 m,"195,89 triệu/m²",2020_07_31
40124.0,31 m²,10 m,3 m,"80,65 triệu/m²",2020_07_31
40126.0,28 m²,6 m,4 m,"135,71 triệu/m²",2020_07_31
40131.0,27 m²,5 m,5 m,"259,26 triệu/m²",2020_07_31
40132.0,25 m²,8 m,3 m,92 triệu/m²,2020_07_31
40145.0,31 m²,6 m,5 m,"111,29 triệu/m²",2020_07_31
40149.0,50 m²,4 m,11 m,66 triệu/m²,2020_07_31
40154.0,37 m²,9 m,4 m,"91,89 triệu/m²",2020_07_31
40164.0,50 m²,10 m,5 m,"157,8 triệu/m²",2020_07_31
40168.0,32 m²,6 m,5 m,"106,25 triệu/m²",2020_07_31
40169.0,37 m²,9 m,4 m,"98,65 triệu/m²",2020_07_31
40171.0,250 m²,29 m,8 m,96 triệu/m²,2020_07_31
40179.0,34 m²,5 m,4 m,"117,65 triệu/m²",2020_07_31
40189.0,76 m²,12 m,6 m,"90,79 triệu/m²",2020_07_31
40190.0,48 m²,8 m,6 m,"177,08 triệu/m²",2020_07_31
40192.0,35 m²,9 m,3 m,138 triệu/m²,2020_07_31
40198.0,60 m²,12 m,5 m,150 triệu/m²,2020_07_31
40199.0,39 m²,11 m,3.5 m,"123,85 triệu/m²",2020_07_31
40205.0,70 m²,14 m,6 m,"197,14 triệu/m²",2020_07_31
40213.0,25 m²,5 m,5 m,102 triệu/m²,2020_07_31
40216.0,40 m²,10 m,3 m,"68,75 triệu/m²",2020_07_31
40220.0,41 m²,9 m,6 m,"136,59 triệu/m²",2020_07_31
40227.0,31 m²,10 m,3 m,"80,65 triệu/m²",2020_07_31
40229.0,45 m²,12 m,4 m,"57,33 triệu/m²",2020_07_31
40236.0,55 m²,9 m,6 m,"109,09 triệu/m²",2020_07_31
40242.0,35 m²,9 m,4 m,50 triệu/m²,2020_07_31
40249.0,30 m²,7 m,4 m,90 triệu/m²,2020_07_31
40263.0,35 m²,7 m,5 m,"57,14 triệu/m²",2020_07_31
40273.0,60 m²,5 m,12 m,"213,33 triệu/m²",2020_07_31
40288.0,30 m²,7 m,3.5 m,"81,67 triệu/m²",2020_07_30
40294.0,30 m²,9.3 m,3.2 m,80 triệu/m²,2020_07_30
40302.0,36 m²,10 m,3 m,75 triệu/m²,2020_07_30
40315.0,77 m²,15 m,5 m,"74,03 triệu/m²",2020_07_30
40341.0,92 m²,16.7 m,5.5 m,"59,78 triệu/m²",2020_07_30
40349.0,60 m²,15 m,4 m,"78,33 triệu/m²",2020_07_30
40353.0,45 m²,14 m,3.2 m,"64,44 triệu/m²",2020_07_30
40370.0,37 m²,10 m,4 m,"95,95 triệu/m²",2020_07_30
40373.0,41 m²,4 m,4 m,"68,29 triệu/m²",2020_07_30
40388.0,38 m²,10 m,3 m,75 triệu/m²,2020_07_30
40390.0,30 m²,7 m,4 m,55 triệu/m²,2020_07_30
40401.0,40 m²,10 m,4 m,"71,25 triệu/m²",2020_07_30
40405.0,40 m²,8 m,5 m,105 triệu/m²,2020_07_30
40411.0,35 m²,8 m,5 m,"77,14 triệu/m²",2020_07_30
40421.0,100 m²,12 m,9 m,"59,5 triệu/m²",2020_07_30
40430.0,30 m²,8 m,3 m,"76,67 triệu/m²",2020_07_30
40431.0,30 m²,6 m,5 m,64 triệu/m²,2020_07_30
